"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"220006","Total number of national feature films produced","MUS","Mauritius","2016","2016",17,,
"220006","Total number of national feature films produced","MUS","Mauritius","2017","2017",9,,
"220006","Total number of national feature films produced","MDA","Republic of Moldova","2012","2012",,"n","Magnitude nil or negligible"
"220006","Total number of national feature films produced","MDA","Republic of Moldova","2013","2013",3,,
"220006","Total number of national feature films produced","MDA","Republic of Moldova","2014","2014",2,,
"220006","Total number of national feature films produced","MDA","Republic of Moldova","2015","2015",1,,
"220006","Total number of national feature films produced","MDA","Republic of Moldova","2016","2016",,"n","Magnitude nil or negligible"
"220006","Total number of national feature films produced","MDA","Republic of Moldova","2017","2017",,"n","Magnitude nil or negligible"
"220006","Total number of national feature films produced","MNG","Mongolia","2011","2011",13,,
"220006","Total number of national feature films produced","MNG","Mongolia","2012","2012",13,,
"220006","Total number of national feature films produced","MNG","Mongolia","2013","2013",21,,
"220006","Total number of national feature films produced","MNG","Mongolia","2014","2014",13,,
"220006","Total number of national feature films produced","MNG","Mongolia","2015","2015",41,,
"220006","Total number of national feature films produced","MNG","Mongolia","2016","2016",59,,
"220006","Total number of national feature films produced","MNG","Mongolia","2017","2017",55,,
"220006","Total number of national feature films produced","MAR","Morocco","2011","2011",24,,
"220006","Total number of national feature films produced","MAR","Morocco","2012","2012",22,,
"220006","Total number of national feature films produced","MAR","Morocco","2013","2013",22,,
"220006","Total number of national feature films produced","MAR","Morocco","2014","2014",17,,
"220006","Total number of national feature films produced","MAR","Morocco","2015","2015",18,,
"220006","Total number of national feature films produced","MAR","Morocco","2016","2016",30,,
"220006","Total number of national feature films produced","MAR","Morocco","2017","2017",37,,
"220006","Total number of national feature films produced","MOZ","Mozambique","2014","2014",11,,
"220006","Total number of national feature films produced","MOZ","Mozambique","2015","2015",25,,
"220006","Total number of national feature films produced","MOZ","Mozambique","2016","2016",23,,
"220006","Total number of national feature films produced","MOZ","Mozambique","2017","2017",31,,
"220006","Total number of national feature films produced","MMR","Myanmar","2014","2014",9,,
"220006","Total number of national feature films produced","MMR","Myanmar","2015","2015",32,,
"220006","Total number of national feature films produced","NER","Niger","2011","2011",6,,
"220006","Total number of national feature films produced","NGA","Nigeria","2011","2011",997,,
"220006","Total number of national feature films produced","OMN","Oman","2016","2016",8,,
"220006","Total number of national feature films produced","OMN","Oman","2017","2017",4,,
"220006","Total number of national feature films produced","PAK","Pakistan","2016","2016",20,,
"220006","Total number of national feature films produced","PAK","Pakistan","2017","2017",15,,
"220006","Total number of national feature films produced","PLW","Palau","2011","2011",,"n","Magnitude nil or negligible"
"220006","Total number of national feature films produced","PER","Peru","2011","2011",8,,
"220006","Total number of national feature films produced","PER","Peru","2012","2012",8,,
"220006","Total number of national feature films produced","PER","Peru","2013","2013",12,,
"220006","Total number of national feature films produced","PER","Peru","2014","2014",17,,
"220006","Total number of national feature films produced","PER","Peru","2015","2015",30,,
"220006","Total number of national feature films produced","PER","Peru","2016","2016",24,,
"220006","Total number of national feature films produced","PER","Peru","2017","2017",23,,
"220006","Total number of national feature films produced","PHL","Philippines","2011","2011",44,,
"220006","Total number of national feature films produced","PHL","Philippines","2012","2012",78,,
"220006","Total number of national feature films produced","PHL","Philippines","2013","2013",53,,
"220006","Total number of national feature films produced","PRI","Puerto Rico","2011","2011",10,,
"220006","Total number of national feature films produced","PRI","Puerto Rico","2012","2012",8,,
"220006","Total number of national feature films produced","PRI","Puerto Rico","2013","2013",6,,
"220006","Total number of national feature films produced","PRI","Puerto Rico","2014","2014",4,,
"220006","Total number of national feature films produced","PRI","Puerto Rico","2015","2015",3,,
"220006","Total number of national feature films produced","ROU","Romania","2011","2011",17,,
"220006","Total number of national feature films produced","ROU","Romania","2012","2012",38,"‡","UIS Estimation"
"220006","Total number of national feature films produced","ROU","Romania","2013","2013",37,"‡","UIS Estimation"
"220006","Total number of national feature films produced","ROU","Romania","2014","2014",38,,
"220006","Total number of national feature films produced","ROU","Romania","2015","2015",26,,
"220006","Total number of national feature films produced","ROU","Romania","2016","2016",32,,
"220006","Total number of national feature films produced","ROU","Romania","2017","2017",28,,
"220006","Total number of national feature films produced","RUS","Russian Federation","2011","2011",111,"‡","UIS Estimation"
"220006","Total number of national feature films produced","RUS","Russian Federation","2012","2012",109,"‡","UIS Estimation"
"220006","Total number of national feature films produced","RUS","Russian Federation","2013","2013",139,"‡","UIS Estimation"
"220006","Total number of national feature films produced","RUS","Russian Federation","2014","2014",124,"‡","UIS Estimation"
"220006","Total number of national feature films produced","RUS","Russian Federation","2015","2015",121,"‡","UIS Estimation"
"220006","Total number of national feature films produced","RUS","Russian Federation","2016","2016",138,"‡","UIS Estimation"
"220006","Total number of national feature films produced","RUS","Russian Federation","2017","2017",128,"‡","UIS Estimation"
"220006","Total number of national feature films produced","SGP","Singapore","2011","2011",15,,
"220006","Total number of national feature films produced","SGP","Singapore","2012","2012",12,"‡","UIS Estimation"
"220006","Total number of national feature films produced","SGP","Singapore","2013","2013",13,"‡","UIS Estimation"
"220006","Total number of national feature films produced","SGP","Singapore","2014","2014",26,,
"220006","Total number of national feature films produced","SGP","Singapore","2015","2015",21,,
"220006","Total number of national feature films produced","SGP","Singapore","2016","2016",16,,
"220006","Total number of national feature films produced","SGP","Singapore","2017","2017",13,,
"220006","Total number of national feature films produced","SVN","Slovenia","2011","2011",19,,
"220006","Total number of national feature films produced","SVN","Slovenia","2012","2012",10,,
"220006","Total number of national feature films produced","SVN","Slovenia","2013","2013",13,,
"220006","Total number of national feature films produced","SVN","Slovenia","2014","2014",12,,
"220006","Total number of national feature films produced","SVN","Slovenia","2015","2015",20,,
"220006","Total number of national feature films produced","SVN","Slovenia","2016","2016",20,,
"220006","Total number of national feature films produced","SVN","Slovenia","2017","2017",21,,
"220006","Total number of national feature films produced","ZAF","South Africa","2011","2011",22,,
"220006","Total number of national feature films produced","ZAF","South Africa","2012","2012",19,,
"220006","Total number of national feature films produced","ZAF","South Africa","2013","2013",25,,
"220006","Total number of national feature films produced","ZAF","South Africa","2014","2014",23,,
"220006","Total number of national feature films produced","ZAF","South Africa","2015","2015",22,,
"220006","Total number of national feature films produced","ZAF","South Africa","2016","2016",28,"‡","UIS Estimation"
"220006","Total number of national feature films produced","ZAF","South Africa","2017","2017",23,"‡","UIS Estimation"
"220006","Total number of national feature films produced","LKA","Sri Lanka","2012","2012",16,,
"220006","Total number of national feature films produced","LKA","Sri Lanka","2013","2013",15,,
"220006","Total number of national feature films produced","SYR","Syrian Arab Republic","2011","2011",5,,
"220006","Total number of national feature films produced","TJK","Tajikistan","2012","2012",9,,
"220006","Total number of national feature films produced","TJK","Tajikistan","2013","2013",9,,
"220006","Total number of national feature films produced","THA","Thailand","2017","2017",80,"‡","UIS Estimation"
"220006","Total number of national feature films produced","TGO","Togo","2012","2012",18,,
"220006","Total number of national feature films produced","TGO","Togo","2013","2013",23,,
"220006","Total number of national feature films produced","TGO","Togo","2014","2014",16,,
"220006","Total number of national feature films produced","TGO","Togo","2015","2015",19,,
"220006","Total number of national feature films produced","TGO","Togo","2016","2016",,"n","Magnitude nil or negligible"
"220006","Total number of national feature films produced","TGO","Togo","2017","2017",3,,
"220006","Total number of national feature films produced","TUN","Tunisia","2011","2011",11,,
"220006","Total number of national feature films produced","TUN","Tunisia","2012","2012",8,"‡","UIS Estimation"
"220006","Total number of national feature films produced","TUN","Tunisia","2013","2013",8,"‡","UIS Estimation"
"220006","Total number of national feature films produced","TUN","Tunisia","2015","2015",11,,
"220006","Total number of national feature films produced","UKR","Ukraine","2011","2011",3,,
"220006","Total number of national feature films produced","UKR","Ukraine","2012","2012",7,,
"220006","Total number of national feature films produced","UKR","Ukraine","2013","2013",12,,
"220006","Total number of national feature films produced","UKR","Ukraine","2014","2014",7,,
"220006","Total number of national feature films produced","UKR","Ukraine","2015","2015",3,,
"220006","Total number of national feature films produced","UKR","Ukraine","2016","2016",20,,
"220006","Total number of national feature films produced","UKR","Ukraine","2017","2017",19,,
"220006","Total number of national feature films produced","ARE","United Arab Emirates","2014","2014",6,,
"220006","Total number of national feature films produced","ARE","United Arab Emirates","2015","2015",11,,
"220006","Total number of national feature films produced","ARE","United Arab Emirates","2016","2016",69,,
"220006","Total number of national feature films produced","ARE","United Arab Emirates","2017","2017",85,,
"220006","Total number of national feature films produced","URY","Uruguay","2011","2011",8,,
"220006","Total number of national feature films produced","URY","Uruguay","2012","2012",15,"‡","UIS Estimation"
"220006","Total number of national feature films produced","URY","Uruguay","2013","2013",11,"‡","UIS Estimation"
"220006","Total number of national feature films produced","URY","Uruguay","2014","2014",11,"‡","UIS Estimation"
"220006","Total number of national feature films produced","URY","Uruguay","2015","2015",11,"‡","UIS Estimation"
"220006","Total number of national feature films produced","UZB","Uzbekistan","2012","2012",66,,
"220006","Total number of national feature films produced","UZB","Uzbekistan","2013","2013",53,,
"220006","Total number of national feature films produced","UZB","Uzbekistan","2014","2014",57,,
"220006","Total number of national feature films produced","UZB","Uzbekistan","2015","2015",47,,
"220006","Total number of national feature films produced","UZB","Uzbekistan","2016","2016",81,,
"220006","Total number of national feature films produced","UZB","Uzbekistan","2017","2017",92,,
"220006","Total number of national feature films produced","VEN","Venezuela (Bolivarian Republic of)","2011","2011",16,,
"220006","Total number of national feature films produced","VEN","Venezuela (Bolivarian Republic of)","2012","2012",13,,
"220006","Total number of national feature films produced","VEN","Venezuela (Bolivarian Republic of)","2013","2013",21,,
"220006","Total number of national feature films produced","VEN","Venezuela (Bolivarian Republic of)","2014","2014",17,"‡","UIS Estimation"
"220006","Total number of national feature films produced","VEN","Venezuela (Bolivarian Republic of)","2015","2015",29,"‡","UIS Estimation"
"220006","Total number of national feature films produced","VEN","Venezuela (Bolivarian Republic of)","2016","2016",26,,
"220006","Total number of national feature films produced","VEN","Venezuela (Bolivarian Republic of)","2017","2017",16,,
"220006","Total number of national feature films produced","VNM","Viet Nam","2011","2011",75,,
"220006","Total number of national feature films produced","MAC","China, Macao Special Administrative Region","2011","2011",1,,
"220006","Total number of national feature films produced","MAC","China, Macao Special Administrative Region","2012","2012",1,,
"220006","Total number of national feature films produced","MAC","China, Macao Special Administrative Region","2013","2013",4,,
"220006","Total number of national feature films produced","MAC","China, Macao Special Administrative Region","2014","2014",8,,
"220006","Total number of national feature films produced","MAC","China, Macao Special Administrative Region","2015","2015",7,,
"220006","Total number of national feature films produced","MAC","China, Macao Special Administrative Region","2016","2016",7,,
"220006","Total number of national feature films produced","MAC","China, Macao Special Administrative Region","2017","2017",5,,
"220006","Total number of national feature films produced","SRB","Serbia","2011","2011",29,,
"220006","Total number of national feature films produced","SRB","Serbia","2012","2012",29,,
"220006","Total number of national feature films produced","SRB","Serbia","2013","2013",18,,
"220006","Total number of national feature films produced","SRB","Serbia","2014","2014",35,,
"220006","Total number of national feature films produced","SRB","Serbia","2015","2015",35,,
"220006","Total number of national feature films produced","SRB","Serbia","2016","2016",38,,
"220006","Total number of national feature films produced","SRB","Serbia","2017","2017",36,,
"220170","Number of national feature films shot digitally","BEL","Belgium","2016","2016",81,,
"220170","Number of national feature films shot digitally","BEL","Belgium","2017","2017",87,,
"220170","Number of national feature films shot digitally","DNK","Denmark","2011","2011",43,,
"220170","Number of national feature films shot digitally","FIN","Finland","2011","2011",39,,
"220170","Number of national feature films shot digitally","FIN","Finland","2014","2014",46,,
"220170","Number of national feature films shot digitally","FIN","Finland","2015","2015",45,,
"220170","Number of national feature films shot digitally","FIN","Finland","2016","2016",37,,
"220170","Number of national feature films shot digitally","FIN","Finland","2017","2017",40,,
"220170","Number of national feature films shot digitally","IRL","Ireland","2014","2014",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","IRL","Ireland","2015","2015",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","MEX","Mexico","2012","2012",85,,
"220170","Number of national feature films shot digitally","MEX","Mexico","2013","2013",102,,
"220170","Number of national feature films shot digitally","MEX","Mexico","2014","2014",120,,
"220170","Number of national feature films shot digitally","MEX","Mexico","2015","2015",140,,
"220170","Number of national feature films shot digitally","MEX","Mexico","2016","2016",162,,
"220170","Number of national feature films shot digitally","MEX","Mexico","2017","2017",176,,
"220170","Number of national feature films shot digitally","NZL","New Zealand","2011","2011",16,,
"220170","Number of national feature films shot digitally","NZL","New Zealand","2012","2012",22,,
"220170","Number of national feature films shot digitally","NZL","New Zealand","2013","2013",25,,
"220170","Number of national feature films shot digitally","NZL","New Zealand","2014","2014",33,,
"220170","Number of national feature films shot digitally","NZL","New Zealand","2015","2015",28,,
"220170","Number of national feature films shot digitally","NZL","New Zealand","2016","2016",22,,
"220170","Number of national feature films shot digitally","NZL","New Zealand","2017","2017",20,,
"220170","Number of national feature films shot digitally","POL","Poland","2011","2011",23,,
"220170","Number of national feature films shot digitally","POL","Poland","2014","2014",26,,
"220170","Number of national feature films shot digitally","POL","Poland","2015","2015",39,,
"220170","Number of national feature films shot digitally","POL","Poland","2016","2016",43,,
"220170","Number of national feature films shot digitally","POL","Poland","2017","2017",48,,
"220170","Number of national feature films shot digitally","PRT","Portugal","2011","2011",27,,
"220170","Number of national feature films shot digitally","PRT","Portugal","2012","2012",15,,
"220170","Number of national feature films shot digitally","PRT","Portugal","2013","2013",13,,
"220170","Number of national feature films shot digitally","PRT","Portugal","2014","2014",12,,
"220170","Number of national feature films shot digitally","PRT","Portugal","2015","2015",31,,
"220170","Number of national feature films shot digitally","PRT","Portugal","2016","2016",28,,
"220170","Number of national feature films shot digitally","PRT","Portugal","2017","2017",38,,
"220170","Number of national feature films shot digitally","BLR","Belarus","2011","2011",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","BOL","Bolivia (Plurinational State of)","2014","2014",1,,
"220170","Number of national feature films shot digitally","BOL","Bolivia (Plurinational State of)","2015","2015",6,,
"220170","Number of national feature films shot digitally","BOL","Bolivia (Plurinational State of)","2016","2016",20,,
"220170","Number of national feature films shot digitally","BOL","Bolivia (Plurinational State of)","2017","2017",6,,
"220170","Number of national feature films shot digitally","BIH","Bosnia and Herzegovina","2014","2014",23,,
"220170","Number of national feature films shot digitally","BIH","Bosnia and Herzegovina","2015","2015",13,,
"220170","Number of national feature films shot digitally","BIH","Bosnia and Herzegovina","2016","2016",15,,
"220170","Number of national feature films shot digitally","BIH","Bosnia and Herzegovina","2017","2017",21,,
"220170","Number of national feature films shot digitally","BFA","Burkina Faso","2012","2012",18,,
"220170","Number of national feature films shot digitally","BFA","Burkina Faso","2013","2013",16,,
"220170","Number of national feature films shot digitally","BFA","Burkina Faso","2014","2014",24,,
"220170","Number of national feature films shot digitally","BFA","Burkina Faso","2015","2015",5,,
"220170","Number of national feature films shot digitally","COL","Colombia","2011","2011",14,,
"220170","Number of national feature films shot digitally","COL","Colombia","2012","2012",13,,
"220170","Number of national feature films shot digitally","COL","Colombia","2013","2013",20,,
"220170","Number of national feature films shot digitally","COL","Colombia","2014","2014",39,,
"220170","Number of national feature films shot digitally","COL","Colombia","2015","2015",55,,
"220170","Number of national feature films shot digitally","COL","Colombia","2016","2016",47,,
"220170","Number of national feature films shot digitally","COL","Colombia","2017","2017",49,,
"220170","Number of national feature films shot digitally","CRI","Costa Rica","2011","2011",3,,
"220170","Number of national feature films shot digitally","CRI","Costa Rica","2012","2012",2,,
"220170","Number of national feature films shot digitally","CRI","Costa Rica","2013","2013",2,,
"220170","Number of national feature films shot digitally","CRI","Costa Rica","2014","2014",13,,
"220170","Number of national feature films shot digitally","CRI","Costa Rica","2015","2015",14,,
"220170","Number of national feature films shot digitally","CRI","Costa Rica","2016","2016",2,,
"220170","Number of national feature films shot digitally","CRI","Costa Rica","2017","2017",13,,
"220170","Number of national feature films shot digitally","CYP","Cyprus","2011","2011",1,,
"220170","Number of national feature films shot digitally","CYP","Cyprus","2012","2012",2,,
"220170","Number of national feature films shot digitally","CYP","Cyprus","2014","2014",2,,
"220170","Number of national feature films shot digitally","CYP","Cyprus","2015","2015",3,,
"220170","Number of national feature films shot digitally","CYP","Cyprus","2016","2016",3,,
"220170","Number of national feature films shot digitally","CYP","Cyprus","2017","2017",6,,
"220170","Number of national feature films shot digitally","DOM","Dominican Republic","2014","2014",20,,
"220170","Number of national feature films shot digitally","DOM","Dominican Republic","2015","2015",20,,
"220170","Number of national feature films shot digitally","DOM","Dominican Republic","2016","2016",20,,
"220170","Number of national feature films shot digitally","DOM","Dominican Republic","2017","2017",25,,
"220170","Number of national feature films shot digitally","GEO","Georgia","2011","2011",13,,
"220170","Number of national feature films shot digitally","GEO","Georgia","2012","2012",6,,
"220170","Number of national feature films shot digitally","GEO","Georgia","2013","2013",9,,
"220170","Number of national feature films shot digitally","GEO","Georgia","2014","2014",18,,
"220170","Number of national feature films shot digitally","GEO","Georgia","2015","2015",16,,
"220170","Number of national feature films shot digitally","GEO","Georgia","2016","2016",6,,
"220170","Number of national feature films shot digitally","GEO","Georgia","2017","2017",19,,
"220170","Number of national feature films shot digitally","GUY","Guyana","2011","2011",11,,
"220170","Number of national feature films shot digitally","KAZ","Kazakhstan","2012","2012",30,,
"220170","Number of national feature films shot digitally","KAZ","Kazakhstan","2013","2013",35,,
"220170","Number of national feature films shot digitally","KAZ","Kazakhstan","2015","2015",16,"‡","UIS Estimation"
"220170","Number of national feature films shot digitally","KAZ","Kazakhstan","2016","2016",29,,
"220170","Number of national feature films shot digitally","KAZ","Kazakhstan","2017","2017",73,,
"220170","Number of national feature films shot digitally","KGZ","Kyrgyzstan","2011","2011",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","KGZ","Kyrgyzstan","2012","2012",1,,
"220170","Number of national feature films shot digitally","KGZ","Kyrgyzstan","2013","2013",2,,
"220170","Number of national feature films shot digitally","KGZ","Kyrgyzstan","2016","2016",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","KGZ","Kyrgyzstan","2017","2017",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","LAO","Lao People's Democratic Republic","2011","2011",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","LAO","Lao People's Democratic Republic","2012","2012",4,,
"220170","Number of national feature films shot digitally","LAO","Lao People's Democratic Republic","2013","2013",2,,
"220170","Number of national feature films shot digitally","LAO","Lao People's Democratic Republic","2014","2014",4,,
"220170","Number of national feature films shot digitally","LAO","Lao People's Democratic Republic","2015","2015",5,,
"220170","Number of national feature films shot digitally","LAO","Lao People's Democratic Republic","2016","2016",5,,
"220170","Number of national feature films shot digitally","LAO","Lao People's Democratic Republic","2017","2017",6,,
"220170","Number of national feature films shot digitally","LVA","Latvia","2011","2011",3,,
"220170","Number of national feature films shot digitally","LVA","Latvia","2012","2012",8,,
"220170","Number of national feature films shot digitally","LVA","Latvia","2013","2013",9,,
"220170","Number of national feature films shot digitally","LVA","Latvia","2014","2014",22,,
"220170","Number of national feature films shot digitally","LVA","Latvia","2015","2015",17,,
"220170","Number of national feature films shot digitally","LVA","Latvia","2016","2016",20,,
"220170","Number of national feature films shot digitally","LVA","Latvia","2017","2017",21,,
"220170","Number of national feature films shot digitally","LBN","Lebanon","2011","2011",8,,
"220170","Number of national feature films shot digitally","MYS","Malaysia","2016","2016",80,,
"220170","Number of national feature films shot digitally","MYS","Malaysia","2017","2017",70,,
"220170","Number of national feature films shot digitally","MLT","Malta","2011","2011",1,,
"220170","Number of national feature films shot digitally","MLT","Malta","2012","2012",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","MLT","Malta","2013","2013",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","MLT","Malta","2014","2014",5,,
"220170","Number of national feature films shot digitally","MLT","Malta","2015","2015",6,,
"220170","Number of national feature films shot digitally","MLT","Malta","2016","2016",6,,
"220170","Number of national feature films shot digitally","MLT","Malta","2017","2017",5,,
"220170","Number of national feature films shot digitally","MUS","Mauritius","2011","2011",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","MDA","Republic of Moldova","2012","2012",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","MDA","Republic of Moldova","2013","2013",3,,
"220170","Number of national feature films shot digitally","MDA","Republic of Moldova","2014","2014",2,,
"220170","Number of national feature films shot digitally","MDA","Republic of Moldova","2015","2015",1,,
"220170","Number of national feature films shot digitally","MDA","Republic of Moldova","2016","2016",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","MDA","Republic of Moldova","2017","2017",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","MAR","Morocco","2011","2011",20,,
"220170","Number of national feature films shot digitally","MAR","Morocco","2012","2012",22,,
"220170","Number of national feature films shot digitally","MAR","Morocco","2013","2013",22,,
"220170","Number of national feature films shot digitally","MAR","Morocco","2014","2014",17,,
"220170","Number of national feature films shot digitally","MAR","Morocco","2015","2015",18,,
"220170","Number of national feature films shot digitally","MAR","Morocco","2016","2016",30,,
"220170","Number of national feature films shot digitally","MAR","Morocco","2017","2017",37,,
"220170","Number of national feature films shot digitally","MMR","Myanmar","2014","2014",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","MMR","Myanmar","2015","2015",10,,
"220170","Number of national feature films shot digitally","NER","Niger","2011","2011",6,,
"220170","Number of national feature films shot digitally","OMN","Oman","2016","2016",8,,
"220170","Number of national feature films shot digitally","OMN","Oman","2017","2017",4,,
"220170","Number of national feature films shot digitally","PAK","Pakistan","2016","2016",20,,
"220170","Number of national feature films shot digitally","PAK","Pakistan","2017","2017",15,,
"220170","Number of national feature films shot digitally","ROU","Romania","2011","2011",,"n","Magnitude nil or negligible"
"220170","Number of national feature films shot digitally","ROU","Romania","2014","2014",38,,
"220170","Number of national feature films shot digitally","ROU","Romania","2015","2015",26,,
"220170","Number of national feature films shot digitally","ROU","Romania","2016","2016",32,,
"220170","Number of national feature films shot digitally","ROU","Romania","2017","2017",28,,
"220170","Number of national feature films shot digitally","SGP","Singapore","2011","2011",15,,
"220170","Number of national feature films shot digitally","SGP","Singapore","2014","2014",26,,
"220170","Number of national feature films shot digitally","SGP","Singapore","2015","2015",21,,
"220170","Number of national feature films shot digitally","SGP","Singapore","2016","2016",16,,
"220170","Number of national feature films shot digitally","SGP","Singapore","2017","2017",13,,
"220170","Number of national feature films shot digitally","SVN","Slovenia","2013","2013",13,,
"220170","Number of national feature films shot digitally","SVN","Slovenia","2016","2016",20,,
"220170","Number of national feature films shot digitally","SVN","Slovenia","2017","2017",21,,
"220170","Number of national feature films shot digitally","UKR","Ukraine","2011","2011",3,,
"220170","Number of national feature films shot digitally","UKR","Ukraine","2012","2012",5,,
"220170","Number of national feature films shot digitally","UKR","Ukraine","2013","2013",12,,
"220170","Number of national feature films shot digitally","UKR","Ukraine","2014","2014",7,,
"220170","Number of national feature films shot digitally","UKR","Ukraine","2015","2015",3,,
"220170","Number of national feature films shot digitally","UKR","Ukraine","2016","2016",20,,
"220170","Number of national feature films shot digitally","UKR","Ukraine","2017","2017",19,,
"220170","Number of national feature films shot digitally","MAC","China, Macao Special Administrative Region","2011","2011",1,,
"220170","Number of national feature films shot digitally","MAC","China, Macao Special Administrative Region","2012","2012",1,,
"220170","Number of national feature films shot digitally","MAC","China, Macao Special Administrative Region","2013","2013",4,,
"220170","Number of national feature films shot digitally","MAC","China, Macao Special Administrative Region","2014","2014",8,,
"220170","Number of national feature films shot digitally","MAC","China, Macao Special Administrative Region","2015","2015",7,,
"220170","Number of national feature films shot digitally","MAC","China, Macao Special Administrative Region","2016","2016",7,,
"220170","Number of national feature films shot digitally","MAC","China, Macao Special Administrative Region","2017","2017",5,,
"220170","Number of national feature films shot digitally","SRB","Serbia","2011","2011",17,,
"220170","Number of national feature films shot digitally","SRB","Serbia","2012","2012",21,,
"220170","Number of national feature films shot digitally","SRB","Serbia","2013","2013",13,,
"220170","Number of national feature films shot digitally","SRB","Serbia","2014","2014",35,,
"220170","Number of national feature films shot digitally","SRB","Serbia","2015","2015",35,,
"220170","Number of national feature films shot digitally","SRB","Serbia","2016","2016",38,,
"220170","Number of national feature films shot digitally","SRB","Serbia","2017","2017",36,,
"220171","Number of national feature films not shot digitally ","BEL","Belgium","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","BEL","Belgium","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","FIN","Finland","2011","2011",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","FIN","Finland","2014","2014",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","FIN","Finland","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","FIN","Finland","2016","2016",1,,
"220171","Number of national feature films not shot digitally ","FIN","Finland","2017","2017",1,,
"220171","Number of national feature films not shot digitally ","MEX","Mexico","2012","2012",10,,
"220171","Number of national feature films not shot digitally ","MEX","Mexico","2013","2013",6,,
"220171","Number of national feature films not shot digitally ","MEX","Mexico","2014","2014",10,,
"220171","Number of national feature films not shot digitally ","MEX","Mexico","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","MEX","Mexico","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","MEX","Mexico","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","NZL","New Zealand","2011","2011",9,"‡","UIS Estimation"
"220171","Number of national feature films not shot digitally ","NZL","New Zealand","2012","2012",2,,
"220171","Number of national feature films not shot digitally ","NZL","New Zealand","2013","2013",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","NZL","New Zealand","2014","2014",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","NZL","New Zealand","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","NZL","New Zealand","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","NZL","New Zealand","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","POL","Poland","2011","2011",28,,
"220171","Number of national feature films not shot digitally ","POL","Poland","2014","2014",6,,
"220171","Number of national feature films not shot digitally ","POL","Poland","2015","2015",3,,
"220171","Number of national feature films not shot digitally ","POL","Poland","2016","2016",7,,
"220171","Number of national feature films not shot digitally ","POL","Poland","2017","2017",4,,
"220171","Number of national feature films not shot digitally ","PRT","Portugal","2011","2011",3,,
"220171","Number of national feature films not shot digitally ","PRT","Portugal","2012","2012",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","PRT","Portugal","2013","2013",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","PRT","Portugal","2014","2014",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","PRT","Portugal","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","PRT","Portugal","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","PRT","Portugal","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","BLR","Belarus","2011","2011",1,,
"220171","Number of national feature films not shot digitally ","BOL","Bolivia (Plurinational State of)","2014","2014",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","BOL","Bolivia (Plurinational State of)","2015","2015",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","BOL","Bolivia (Plurinational State of)","2016","2016",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","BOL","Bolivia (Plurinational State of)","2017","2017",,"n","Magnitude nil or negligible"
"220171","Number of national feature films not shot digitally ","BIH","Bosnia and Herzegovina","2014","2014",,"n","Magnitude nil or negligible"
