,book_authors,book_desc,book_edition,book_format,book_isbn,book_pages,book_rating,book_rating_count,book_review_count,book_title,book_genres,image_url,gen_1,gen_2,gen_3,gen_4
35493,J.K. Rowling|Gemma Rovira Ortega,"La fecha crucial se acerca. Cuando cumpla diecisiete años, Harry perderá el encantamiento protector que lo mantiene a salvo. El anunciado enfrentamiento a muerte con lord Voldemort es inminente, y la casi imposible misión de encontrar y destruir los restantes Horrocruxes más urgente que nunca. Ha llegado la hora final, el momento de tomar las decisiones más difíciles. Harry debe abandonar la calidez y seguridad de La Madriguera para seguir sin miedo ni vacilaciones el inexorable sendero trazado para él. Consciente de lo mucho que está en juego, sólo dentro de sí mismo encontrará la fuerza necesaria que lo impulse en la vertiginosa carrera para enfrentarse con su destino.(back cover)",1st edition,Hardcover,9.7885E+12,638,4.62,2069760,56810,Harry Potter y las Reliquias de la Muerte,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1415729297l/2366001.jpg,Fantasy,Young Adult,Fiction,
21429,J.K. Rowling,"Harry's Final Chapter!A spectacular finish to a phenomenal series, Harry Potter and the Deathly Hallows is a bittersweet read for fans. The journey is hard, filled with events both tragic and triumphant, the battlefield littered with the bodies of the dearest and despised, but the final chapter is as brilliant and blinding as a phoenix's flame, and fans and skeptics alike will emerge from the confines of the story with full but heavy hearts, giddy and grateful for the experience. Source: nbp.org",Braille Edition,Paperback,9.78094E+12,,4.62,2069424,56800,Harry Potter and the Deathly Hallows,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1179664440l/943253.jpg,Fantasy,Young Adult,Fiction,
19130,J.K. Rowling,"Harry Potter is preparing to leave the Dursleys and Privet Drive for the last time. But the future that awaits him is full of danger, not only for him, but for anyone close to him – and Harry has already lost so much. Only by destroying Voldemort’s remaining Horcruxes can Harry free himself and overcome the Dark Lord’s forces of evil.In this dramatic conclusion to the Harry Potter series, Harry must leave his most loyal friends behind, and in a final perilous journey find the strength and the will to face his terrifying destiny: a deadly confrontation that is his alone to fight.These new editions of the classic and internationally bestselling, multi-award-winning series feature instantly pick-up-able new jackets by Jonny Duddle, with huge child appeal, to bring Harry Potter to the next generation of readers. It’s time to PASS THE MAGIC ON …",,Hardcover,9.78141E+12,620,4.62,2069370,56801,Harry Potter and the Deathly Hallows,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1406718634l/22037483.jpg,Fantasy,Young Adult,Fiction,
19185,J.K. Rowling|Wiebe Buddingh',Harry krijgt de zware taak om de resterende Gruzielementen van Voldemort op te sporen en te vernietigen. De Relieken van de Dood spelen hierbij een belangrijke rol.,,Hardcover,9.78906E+12,541,4.62,2069332,56800,Harry Potter en de Relieken van de Dood,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1372329256l/2954473.jpg,Fantasy,Young Adult,Fiction,
13627,J.K. Rowling,"""Give me Harry Potter,"" said Voldemort's voice, ""and none shall be harmed. Give me Harry Potter, and I shall leave the school untouched. Give me Harry Potter, and you will be rewarded.""As he climbs into the sidecar of Hagrid's motorbike and takes to the skies, leaving Privet Drive for the last time, Harry Potter knows that Lord Voldemort and the Death Eaters are not far behind. The protective charm that has kept Harry safe until now is broken, but he cannot keep hiding. The Dark Lord is breathing fear into everything Harry loves, and to stop him Harry will have to find and destroy the remaining Horcruxes. The final battle must begin - Harry must stand and face his enemy...",,Paperback,9.78141E+12,620,4.62,2069240,56799,Harry Potter and the Deathly Hallows,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1432278568l/22844208.jpg,Fantasy,Young Adult,Fiction,
13492,J.K. Rowling,"Harry has been burdened with a dark, dangerous and seemingly impossible task: that of locating and destroying Voldemort's remaining Horcruxes. Never has Harry felt so alone, or faced a future so full of shadows. But Harry must somehow find within himself the strength to complete the task he has been given. He must leave the warmth, safety and companionship of The Burrow and follow without fear or hesitation the inexorable path laid out for him.",First Edition (UK),Hardcover,9.78075E+12,607,4.62,2069222,56799,Harry Potter and the Deathly Hallows,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1374679163l/820343.jpg,Fantasy,Young Adult,Fiction,
10961,J.K. Rowling|Mary GrandPré,"Harry Potter is preparing to leave the Dursleys and Privet Drive for the last time. But the future that awaits him is full of danger, not only for him, but for anyone close to him – and Harry has already lost so much. Only by destroying Voldemort’s remaining Horcruxes can Harry free himself and overcome the Dark Lord’s forces of evil.In this dramatic conclusion to the Harry Potter series, Harry must leave his most loyal friends behind, and in a final perilous journey find the strength and the will to face his terrifying destiny: a deadly confrontation that is his alone to fight.This special edition of Harry Potter and the Deathly Hallows has a gorgeous new cover illustration by Kazu Kibuishi. Inside is the full text of the original novel, with decorations by Mary GrandPré.We now present the seventh and final installment in the epic tale of Harry Potter.",15th Anniversary Edition (US),Paperback,9.78055E+12,759,4.62,2069138,56798,Harry Potter and the Deathly Hallows,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1375303674l/17347379.jpg,Fantasy,Young Adult,Fiction,
9677,J.K. Rowling,"Harry has been burdened with a dark, dangerous and seemingly impossible task: that of locating and destroying Voldemort's remaining Horcruxes. Never has Harry felt so alone, or faced a future so full of shadows. But Harry must somehow find within himself the strength to complete the task he has been given. He must leave the warmth, safety and companionship of The Burrow and follow without fear or hesitation the inexorable path laid out for him.In this final, seventh installment of the Harry Potter series, J. K. Rowling unveils in spectacular fashion the answers to the many questions that have been so eagerly awaited. The spellbinding, richly woven narrative, which plunges, twists and turns at a breathtaking pace, confirms the author as a mistress of storytelling, whose books will be read, reread and read again. --front flap",First Edition (UK),Hardcover,9.78075E+12,607,4.62,2069089,56797,Harry Potter and the Deathly Hallows,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1527955089l/820344.jpg,Fantasy,Young Adult,Fiction,
12811,J.K. Rowling|Jean-François Ménard,Et voici le septième et ultime tome de l'héroïque histoire de Harry Potter.,,Paperback,9.78207E+12,810,4.62,2069015,56795,Harry Potter et les Reliques de la Mort,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1327268635l/2223328.jpg,Fantasy,Young Adult,Fiction,
4097,J.K. Rowling,Harry is waiting in Privet Drive. The Order of the Phoenix is coming to escort him safely away without Voldemort and his supporters knowing - if they can. But what will Harry do then? How can he fulfill the momentous and seemingly impossible task that Professor Dumbledore has left him? --back cover,1st Canadian Edition,Hardcover,9.78155E+12,607,4.62,2068935,56794,Harry Potter and the Deathly Hallows,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1351958236l/818056.jpg,Fantasy,Young Adult,Fiction,
87,J.K. Rowling|Mary GrandPré,"Harry Potter is leaving Privet Drive for the last time. But as he climbs into the sidecar of Hagrid’s motorbike and they take to the skies, he knows Lord Voldemort and the Death Eaters will not be far behind.The protective charm that has kept him safe until now is broken. But the Dark Lord is breathing fear into everything he loves. And he knows he can’t keep hiding.To stop Voldemort, Harry knows he must find the remaining Horcruxes and destroy them.He will have to face his enemy in one final battle.--jkrowling.com",First American Edition,Hardcover,9.78055E+12,759,4.62,2068269,56774,Harry Potter and the Deathly Hallows,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1474171184l/136251.jpg,Fantasy,Young Adult,Fiction,
1,J.K. Rowling|Mary GrandPré,"There is a door at the end of a silent corridor. And it’s haunting Harry Pottter’s dreams. Why else would he be waking in the middle of the night, screaming in terror?Harry has a lot on his mind for this, his fifth year at Hogwarts: a Defense Against the Dark Arts teacher with a personality like poisoned honey; a big surprise on the Gryffindor Quidditch team; and the looming terror of the Ordinary Wizarding Level exams. But all these things pale next to the growing threat of He-Who-Must-Not-Be-Named---a threat that neither the magical government nor the authorities at Hogwarts can stop.As the grasp of darkness tightens, Harry must discover the true depth and strength of his friends, the importance of boundless loyalty, and the shocking price of unbearable sacrifice.His fate depends on them alll.(back cover)",US Edition,Paperback,9.78044E+12,870,4.48,2041594,33264,Harry Potter and the Order of the Phoenix,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1255614970l/2.jpg,Fantasy,Young Adult,Fiction,
76,J.R.R. Tolkien,"Alternate Cover Edition ISBN 0618260269 (copyright page ISBN is 0618346252 - different from back cover)One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkeness bind themIn ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit.In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.--back cover",Media Tie-In Edition,Paperback,9.78062E+12,398,4.35,2021782,17444,The Fellowship of the Ring,Fantasy|Classics|Fiction|Adventure,https://images.gr-assets.com/books/1298411339l/34.jpg,Fantasy,Classics,Fiction,Adventure
44930,Suzanne Collins|Pilar Ramírez Tello,"
¡Que empiecen los septuagésimo sextos Juegos del Hambre!
Katnis Everdeen ha sobrevivido dos veces a Los Juegos del Hambre, pero no está a salvo. La revolución se extiende y, al parecer, todos han tenido algo que ver en el meticuloso plan, todos excepto Katniss. Aun así su papel en la batalla final es el más importante de todos. Katniss debe convertirse en el Sinsajo, en el símbolo de la rebelión... a cualquier precio.",,Paperback,9.78843E+12,422,4.03,2011425,98582,Sinsajo,Young Adult|Science Fiction|Dystopia|Fiction|Fantasy|Science Fiction,https://images.gr-assets.com/books/1347835499l/8322565.jpg,Young Adult,Science Fiction,Dystopia,Fiction
37269,Suzanne Collins,"MY NAME IS KATNISS EVERDEEN. WHY AM I NOT DEAD? I SHOULD BE DEAD.Katniss Everdeen, girl on fire, has survived, even though her home has been destroyed. Gale has escaped. Katniss's family is safe. Peeta has been captured by the Capitol. District 13 really does exist. There are rebels. There are new leaders. A revolution is unfolding.It is by design that Katniss was rescued from the arena in the cruel and haunting Quarter Quell, and it is by design that she has long been part of the revolution without knowing it. District 13 has come out of the shadows and is plotting to overthrow the Capitol. Everyone, it seems, has had a hand in the carefully laid plans -- except Katniss.The success of the rebellion hinges on Katniss's willingness to be a pawn, to accept responsibility for countless lives, and to change the course of the future of Panem. To do this, she must put aside her feelings of anger and distrust. She must become the rebels' Mockingjay -- no matter what the personal cost.",,Paperback,9.78044E+12,390,4.03,2011370,98580,Mockingjay,Young Adult|Science Fiction|Dystopia|Fiction|Fantasy|Science Fiction,https://images.gr-assets.com/books/1321222774l/12390063.jpg,Young Adult,Science Fiction,Dystopia,Fiction
31227,Suzanne Collins|Hetih Rusli,"Katniss Everdeen selamat dari Hunger Games, dua kali. Tapi dia belum sepenuhnya aman dari ancaman Capitol meskipun kini ia dalam lindungan Distrik 13.Pemberontakan makin merajalela di distrik-distrik untuk menjatuhkan Capitol. Kini tak ada seorang pun orang-orang yang dicintai Katniss aman karena Presiden Snow ingin menumpas revolusi dengan menghancurkan Mockingjay... bagaimanapun caranya.""Buku terakhir dari trilogi Hunger Games ini adalah yang terbaik. Novel yang dirancang indah dan cerdas pada setiap tingkat.."" —Publishers Weekly""Memesona, memukau, dan mengerikan."" —Los Angeles Times""Plot cerita ini menegangkan, dramatis, dan seru."" —School Library Journal""Menegangkan... bahkan orang dewasa ingin buru-buru membacanya hingga tamat."" —USA Today""Trilogi ini merangkum gerakan politik dari novel 1984, kekerasan yang tak terlupakan dari buku A Clockwork Orange, nuansa imajinasi The Chronicles of Narnia and daya cipta nan cerdas dari Harry Potter."" —New York Times Book ReviewPenghargaan:#1 New York Times Bestseller#1 Publishers Weekly BestsellerA 2010 Booklist Editors' ChoiceA 2010 Kirkus Best Book of the YearA Publishers Weekly Best Book of 2010#1 USA Today Bestseller",,Paperback,,432,4.03,2011278,98579,Mockingjay,Young Adult|Science Fiction|Dystopia|Fiction|Fantasy|Science Fiction,https://images.gr-assets.com/books/1326162092l/13408579.jpg,Young Adult,Science Fiction,Dystopia,Fiction
26131,Suzanne Collins|Maria Postema,"Katniss Everdeen overleefde tot twee keer toe de Hongerspelen, het macabere evenement dat eens per jaar plaatsvindt om de bevolking van Panem eraan te herinneren dat er niet te tornen valt aan het dictatoriale regime. Maar dat regime begint nu te wankelen. Rebellen nemen Katniss mee naar het grimmige District 13, waar de regering geen vat op heeft en waar plannen worden gemaakt voor een revolutie die haar weerga niet kent. Terwijl de voorbereidingen voor de opstand in volle gang zijn, herstelt Katniss van de verwondingen die ze in de arena heeft opgelopen en bereidt ze zich voor op haar rol als leider van de revolutie. Ze is volledig bereid te vechten en zelfs te sterven voor vrijheid. Maar dan geeft president Snow Katniss te kennen dat hij iedereen van wie ze houdt kapot zal maken als de rebellen hun plannen doorzetten. De prijs van vrijheid lijkt hoger dan ooit...",,Paperback,9.789E+12,363,4.03,2011198,98577,Spotgaai,Young Adult|Science Fiction|Dystopia|Fiction|Fantasy|Science Fiction,https://images.gr-assets.com/books/1318096971l/12827311.jpg,Young Adult,Science Fiction,Dystopia,Fiction
9306,Suzanne Collins,"Katniss Everdeen has survived the Hunger Games twice. But she's still not safe. A revolution is unfolding, and everyone, it seems, has had a hand in the carefully laid plans - everyone except Katniss.And yet she must play the most vital part in the final battle. Katniss must become their Mockingjay - the symbol of rebellion - no matter what the personal cost.",,Paperback,9.78141E+12,458,4.03,2010885,98572,Mockingjay,Young Adult|Science Fiction|Dystopia|Fiction|Fantasy|Science Fiction|Romance|Adventure|Young Adult|Teen|Apocalyptic|Post Apocalyptic|Science Fiction Fantasy,https://images.gr-assets.com/books/1327089826l/12512617.jpg,Young Adult,Science Fiction,Dystopia,Fiction
374,Suzanne Collins,"My name is Katniss Everdeen.Why am I not dead?I should be dead.Katniss Everdeen, girl on fire, has survived, even though her home has been destroyed. Gale has escaped. Katniss's family is safe. Peeta has been captured by the Capitol. District 13 really does exist. There are rebels. There are new leaders. A revolution is unfolding.It is by design that Katniss was rescued from the arena in the cruel and haunting Quarter Quell, and it is by design that she has long been part of the revolution without knowing it. District 13 has come out of the shadows and is plotting to overthrow the Capitol. Everyone, it seems, has had a hand in the carefully laid plans--except Katniss.The success of the rebellion hinges on Katniss's willingness to be a pawn, to accept responsibility for countless lives, and to change the course of the future of Panem. To do this, she must put aside her feelings of anger and distrust. She must become the rebels' Mockingjay--no matter what the personal cost.",First Edition,Hardcover,9.78044E+12,392,4.03,2010302,98562,Mockingjay,Young Adult|Science Fiction|Dystopia|Fiction|Fantasy|Science Fiction,https://images.gr-assets.com/books/1358275419l/7260188.jpg,Young Adult,Science Fiction,Dystopia,Fiction
127,J.K. Rowling|Mary GrandPré,"When Harry Potter and the Half-Blood Prince opens, the war against Voldemort has begun. The Wizarding world has split down the middle, and as the casualties mount, the effects even spill over onto the Muggles. Dumbledore is away from Hogwarts for long periods, and the Order of the Phoenix has suffered grievous losses. And yet, as in all wars, life goes on.Harry, Ron, and Hermione, having passed their O.W.L. level exams, start on their specialist N.E.W.T. courses. Sixth-year students learn to Apparate, losing a few eyebrows in the process. Teenagers flirt and fight and fall in love. Harry becomes captain of the Gryffindor Quidditch team, while Draco Malfoy pursues his own dark ends. And classes are as fascinating and confounding as ever, as Harry receives some extraordinary help in Potions from the mysterious Half-Blood Prince.Most importantly, Dumbledore and Harry work together to uncover the full and complex story of a boy once named Tom Riddle—the boy who became Lord Voldemort. Like Harry, he was the son of one Muggle-born and one Wizarding parent, raised unloved, and a speaker of Parseltongue. But the similarities end there, as the teenaged Riddle became deeply interested in the Dark objects known as Horcruxes: objects in which a wizard can hide part of his soul, if he dares splinter that soul through murder.Harry must use all the tools at his disposal to draw a final secret out of one of Riddle’s teachers, the sly Potions professor Horace Slughorn. Finally Harry and Dumbledore hold the key to the Dark Lord’s weaknesses... until a shocking reversal exposes Dumbledore’s own vulnerabilities, and casts Harry’s—and Hogwarts’s—future in shadow.Source: http://harrypotter.scholastic.com",,Paperback,9.78044E+12,652,4.55,1991117,31620,Harry Potter and the Half-Blood Prince,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1361039191l/1.jpg,Fantasy,Young Adult,Fiction,
37814,Gillian Flynn,"On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne’s fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick’s clever and beautiful wife disappears. Husband-of-the-Year Nick isn’t doing himself any favors with cringe-worthy daydreams about the slope and shape of his wife’s head, but passages from Amy's diary reveal the alpha-girl perfectionist could have put anyone dangerously on edge. Under mounting pressure from the police and the media—as well as Amy’s fiercely doting parents—the town golden boy parades an endless series of lies, deceits, and inappropriate behavior. Nick is oddly evasive, and he’s definitely bitter—but is he really a killer? ",,Kindle Edition,,578,4.05,1851367,125904,Gone Girl,Fiction|Mystery|Thriller|Mystery|Crime,https://images.gr-assets.com/books/1328329583l/13261812.jpg,Fiction,Mystery,Thriller,Mystery
35684,Gillian Flynn|Tatjana Jambrišak,"Jednoga vrućega dana u Sjevernoj Carthage uz Mississippi Nick i Amy spremaju se proslaviti petogodišnjicu braka. U planu je večera, a Amy je kao i svake godine priredila igru traženja. No proslave nema, jer Amy je nestala.Nick i Amy završili su u provinciji nakon što su se u New Yorku njihove karijere u izdavaštvu našle pred zidom. Amy je oduvijek bila savršena djevojka, beskrajno inteligentna i lijepa, uzor svojim roditeljima piscima za seriju romana, a Nick je bio istinsko oličenje američkog sna, čovjek koji je došao iz provincije i uspio. Amyin dnevnik otkriva naličje njihova naizgled savršenog braka.Potraga za nestalom postaje nacionalna vijest broj jedan, a Nick, jedini pravi osumnjičenik, više nije onaj zlatni dečko provincijskoga gradića, već netko sasvim drugi. Ali ni Amy nije onakva kakvom se čini… Što je istina, a što laž i što se krije iza savršene bračne fasade, propituje roman ""Nestala"".",,Paperback,9.78953E+12,448,4.05,1851302,125903,Nestala,Fiction|Mystery|Thriller|Mystery|Crime,https://images.gr-assets.com/books/1383675544l/18755030.jpg,Fiction,Mystery,Thriller,Mystery
29781,Gillian Flynn|Alexandre Martins,"Desde sua publicação, em 2012, Garota exemplar tornou-se sucesso de público e crítica, alcançando o topo das mais prestigiadas listas de mais vendidos ao redor do mundo e consagrando sua autora, Gillian Flynn, como a mais aclamada escritora de suspense da atualidade. Agora, a trama sobre o casamento que sai tragicamente dos eixos chega aos cinemas, numa superprodução da Twentieth Century Fox dirigida por David Fincher (A rede social e Clube da luta) e estrelada por Ben Affleck e Rosamund Pike. O roteiro é assinado pela própria Gillian Flynn.O livro começa no dia do quinto aniversário de casamento de Nick e Amy Dunne, quando a linda e inteligente esposa de Nick desaparece da casa deles às margens do rio Mississippi. Sinais indicam que se trata de um sequestro violento e Nick rapidamente se torna o principal suspeito. Sob pressão da polícia, da mídia e dos ferozmente amorosos pais de Amy, Nick desfia uma série interminável de mentiras, meias verdades e comportamento inapropriado. Ele é evasivo e amargo — mas seria um assassino? Ao mesmo tempo, passagens do diário de Amy revelam um casamento tumultuado — mas ela estaria contando toda a história?Alternando entre os pontos de vista de Nick e Amy, Flynn cria uma aura de dúvidas em que o cenário muda a cada capítulo. À medida que as revelações surgem, fica claro que, se existe alguma verdade nos discursos de Nick e Amy, ela é mais sombria, distorcida e assustadora do que podemos imaginar. Magistralmente bem construído do início ao fim, Garota exemplar é um daqueles livros impossíveis de largar e sobre o qual se quer debater assim que a leitura termina.",,Paperback,9.78858E+12,448,4.05,1851126,125900,Garota Exemplar,Fiction|Mystery|Thriller|Mystery|Crime,https://images.gr-assets.com/books/1408861588l/23012014.jpg,Fiction,Mystery,Thriller,Mystery
29865,Gillian Flynn,"Who are you?What have we done to each other?These are the questions Nick Dunne finds himself asking on the morning of his fifth wedding anniversary, when his wife Amy suddenly disappears. The police suspect Nick. Amy's friends reveal that she was afraid of him, that she kept secrets from him. He swears it isn't true. A police examination of his computer shows strange searches. He says they weren't made by him. And then there are the persistent calls on his mobile phone.So what did happen to Nick's beautiful wife?",,Paperback,9.78075E+12,475,4.05,1851066,125896,Gone Girl,Fiction|Mystery|Thriller|Mystery|Crime,https://images.gr-assets.com/books/1420576946l/15704174.jpg,Fiction,Mystery,Thriller,Mystery
31425,Gillian Flynn,"What are you thinking, Amy? The question I've asked most often during our marriage, if not out loud, if not to the person who could answer. I suppose these questions stormcloud over every marriage: What are you thinking? How are you feeling? Who are you? What have we done to each other? What will we do?Just how well can you ever know the person you love? This is the question that Nick Dunne must ask himself on the morning of his fifth wedding anniversary, when his wife Amy suddenly disappears. The police immediately suspect Nick. Amy's friends reveal that she was afraid of him, that she kept secrets from him. He swears it isn't true. A police examination of his computer shows strange searches. He says they aren't his. And then there are the persistent calls on his mobile phone. So what really did happen to Nick's beautiful wife? And what was in that half-wrapped box left so casually on their marital bed? In this novel, marriage truly is the art of war...",,Kindle Edition,,512,4.05,1851029,125897,Gone Girl,Fiction|Mystery|Thriller|Mystery|Crime,https://images.gr-assets.com/books/1405336204l/13643133.jpg,Fiction,Mystery,Thriller,Mystery
18701,Gillian Flynn,"On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne’s fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick’s clever and beautiful wife disappears. Husband-of-the-Year Nick isn’t doing himself any favors with cringe-worthy daydreams about the slope and shape of his wife’s head, but passages from Amy's diary reveal the alpha-girl perfectionist could have put anyone dangerously on edge. Under mounting pressure from the police and the media—as well as Amy’s fiercely doting parents—the town golden boy parades an endless series of lies, deceits, and inappropriate behavior. Nick is oddly evasive, and he’s definitely bitter—but is he really a killer? ",,ebook,9.7803E+12,444,4.05,1850841,125894,Gone Girl,Fiction|Mystery|Thriller|Mystery|Crime,https://images.gr-assets.com/books/1339602312l/15704161.jpg,Fiction,Mystery,Thriller,Mystery
13751,Gillian Flynn,"On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne's fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick's clever and beautiful wife disappears from their rented McMansion on the Mississippi River. Husband-of-the-Year Nick isn't doing himself any favors with cringe-worthy daydreams about the slope and shape of his wife's head, but passages from Amy's diary reveal the alpha-girl perfectionist could have put anyone dangerously on edge. Under mounting pressure from the police and the media--as well as Amy's fiercely doting parents--the town golden boy parades an endless series of lies, deceits, and inappropriate behavior. Nick is oddly evasive, and he's definitely bitter--but is he really a killer?  As the cops close in, every couple in town is soon wondering how well they know the one that they love. With his twin sister, Margo, at his side, Nick stands by his innocence. Trouble is, if Nick didn't do it, where is that beautiful wife? And what was in that silvery gift box hidden in the back of her bedroom closet?",,Hardcover,9.78031E+12,419,4.05,1850541,125888,Gone Girl,Fiction|Mystery|Thriller|Mystery|Crime,https://images.gr-assets.com/books/1327596526l/12837725.jpg,Fiction,Mystery,Thriller,Mystery
4074,Gillian Flynn,"On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne’s fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick’s clever and beautiful wife disappears. Husband-of-the-Year Nick isn’t doing himself any favors with cringe-worthy daydreams about the slope and shape of his wife’s head, but passages from Amy's diary reveal the alpha-girl perfectionist could have put anyone dangerously on edge. Under mounting pressure from the police and the media—as well as Amy’s fiercely doting parents—the town golden boy parades an endless series of lies, deceits, and inappropriate behavior. Nick is oddly evasive, and he’s definitely bitter—but is he really a killer? ",,Hardcover,9.7803E+12,399,4.05,1850394,125886,Gone Girl,Fiction|Mystery|Thriller|Mystery|Crime,https://images.gr-assets.com/books/1339602131l/8442457.jpg,Fiction,Mystery,Thriller,Mystery
2039,Gillian Flynn,"On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne’s fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick’s clever and beautiful wife disappears. Husband-of-the-Year Nick isn’t doing himself any favors with cringe-worthy daydreams about the slope and shape of his wife’s head, but passages from Amy's diary reveal the alpha-girl perfectionist could have put anyone dangerously on edge. Under mounting pressure from the police and the media—as well as Amy’s fiercely doting parents—the town golden boy parades an endless series of lies, deceits, and inappropriate behavior. Nick is oddly evasive, and he’s definitely bitter—but is he really a killer? ",,Mass Market Paperback,9.78055E+12,555,4.05,1850347,125886,Gone Girl,Fiction|Mystery|Thriller|Mystery|Crime,https://images.gr-assets.com/books/1432019852l/21480930.jpg,Fiction,Mystery,Thriller,Mystery
328,Gillian Flynn,"On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne’s fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick’s clever and beautiful wife disappears. Husband-of-the-Year Nick isn’t doing himself any favors with cringe-worthy daydreams about the slope and shape of his wife’s head, but passages from Amy's diary reveal the alpha-girl perfectionist could have put anyone dangerously on edge. Under mounting pressure from the police and the media—as well as Amy’s fiercely doting parents—the town golden boy parades an endless series of lies, deceits, and inappropriate behavior. Nick is oddly evasive, and he’s definitely bitter—but is he really a killer? ",,Paperback,9.78031E+12,415,4.05,1849590,125873,Gone Girl,Fiction|Mystery|Thriller|Mystery|Crime,https://images.gr-assets.com/books/1397056917l/19288043.jpg,Fiction,Mystery,Thriller,Mystery
44998,William Golding|Neil Gower|Stephen King,"A plane crashes on a desert island and the only survivors, a group of schoolboys, assemble on the beach and wait to be rescued. By day they inhabit a land of bright fantastic birds and dark blues seas, but at night their dreams are haunted by the image of a terrifying beast. As the boys' delicate sense of order fades, so their childish dreams are transformed into something more primitive, and their behaviour starts to take on a murderous, savage significance.",William Golding Centenary Edition,Paperback,9.78057E+12,225,3.66,1841940,30669,Lord of the Flies,Classics|Fiction|Young Adult|Academic|School|Literature,https://images.gr-assets.com/books/1328459241l/10661677.jpg,Classics,Fiction,Young Adult,Academic
42413,William Golding,"An alternative cover for this ISBN can be found hereA plane crashes on an uninhabited island and the only survivors, a group of schoolboys, assemble on the beach and wait to be rescued. By day they inhabit a land of bright fantastic birds and dark blue seas, but at night their dreams are haunted by the image of a terrifying beast.",Reprint,Paperback,9.78057E+12,223,3.66,1841763,30664,Lord of the Flies,Classics|Fiction|Young Adult|Academic|School|Literature,https://images.gr-assets.com/books/1327320099l/25870.jpg,Classics,Fiction,Young Adult,Academic
28081,William Golding,"Grupa chłopców na bezludnej wyspie tworzy miniaturowe społeczeństwo, któremu z powodu narastających konfliktów grozi całkowita katastrofa...",,Paperback,,223,3.66,1841662,30661,Władca much,Classics|Fiction|Young Adult|Academic|School|Literature,https://images.gr-assets.com/books/1520897014l/1812486.jpg,Classics,Fiction,Young Adult,Academic
24235,William Golding,"Alternate cover for ISBN 0571084834When a plane crashes on a remote island, a small group of schoolboys are the sole survivors. From the prophetic Simon and virtuous Ralph to the lovable Piggy and brutish Jack, each of the boys attempts to establish control as the reality - and brutal savagery - of their situation sets in.The boys' struggle to find a way of existing in a community with no fixed boundaries invites readers to evaluate the concepts involved in social and political constructs and moral frameworks. Ideas of community, leadership, and the rule of law are called into question as the reader has to consider who has a right to power, why, and what the consequences of the acquisition of power may be. Often compared to Catcher in the Rye, Lord of the Flies also represents a coming-of-age story of innocence lost.",,Paperback,,223,3.66,1841607,30660,Lord of the Flies,Classics|Fiction|Young Adult|Academic|School|Literature,https://images.gr-assets.com/books/1358607468l/17260024.jpg,Classics,Fiction,Young Adult,Academic
23919,William Golding|Carmen Vergara,"Fábula moral acerca de la condición humana, EL SEÑOR DE LAS MOSCAS es además un prodigioso relato literario susceptible de lecturas diversas y aun opuestas. Si para unos la parábola que WILLIAM GOLDING estructura en torno a la situación límite de una treintena de muchachos solos en una isla desierta representa una ilustración de las tesis que sitúan la agresividad criminal entre los instintos básicos del hombre, para otros constituye una requisitoria moral contra una educación represiva que no hace sino preparar futuras explosiones de barbarie cuando los controles se relajan.",,Paperback,,256,3.66,1841594,30660,El Señor de las Moscas,Classics|Fiction|Young Adult|Academic|School|Literature,https://images.gr-assets.com/books/1535457176l/792859.jpg,Classics,Fiction,Young Adult,Academic
