state,year,pop
New Mexico,1872,97412.2
New York,1872,4522781.4
North Carolina,1872,1137038.8
North Dakota,1872,9305.8
Ohio,1872,2771820.4
Oklahoma,1872,nan
Oregon,1872,107692.0
Pennsylvania,1872,3674139.0
Rhode Island,1872,229188.6
South Carolina,1872,763600.2
South Dakota,1872,29074.4
Tennessee,1872,1315287.8
Texas,1872,973213.0
Utah,1872,97861.4
Vermont,1872,330898.0
Virginia,1872,1282643.4
Washington,1872,34187.2
West Virginia,1872,477302.6
Wisconsin,1872,1106835.4
Wyoming,1872,11452.2
Alabama,1876,1156299.8
Alaska,1876,nan
Arizona,1876,28127.199999999997
Arkansas,1876,675303.4
California,1876,742915.2
Colorado,1876,132541.8
Connecticut,1876,588601.6
Delaware,1876,137970.8
District of Columbia,1876,159254.4
Florida,1876,236795.0
Georgia,1876,1398951.6
Hawaii,1876,nan
Idaho,1876,25565.6
Illinois,1876,2862679.0
Indiana,1876,1859235.4
Iowa,1876,1452377.0
Kansas,1876,743417.2
Kentucky,1876,1517618.4
Louisiana,1876,854733.6
Maine,1876,640127.6
Maryland,1876,873323.4
Massachusetts,1876,1652791.4
Michigan,1876,1455785.8
Minnesota,1876,644346.2
Mississippi,1876,1010127.0
Missouri,1876,1989546.0
Montana,1876,31733.4
Nebraska,1876,320638.4
Nevada,1876,54356.0
New Hampshire,1876,335514.6
New Jersey,1876,1041108.0
New Mexico,1876,108488.6
New York,1876,4802826.2
North Carolina,1876,1268394.4
North Dakota,1876,23107.4
Ohio,1876,2984941.2
Oklahoma,1876,nan
Oregon,1876,141230.0
Pennsylvania,1876,3978515.0
Rhode Island,1876,252859.8
South Carolina,1876,879588.6
South Dakota,1876,63671.200000000004
Tennessee,1876,1428823.4
Texas,1876,1282481.0
Utah,1876,120912.2
Vermont,1876,331592.0
Virginia,1876,1397604.2
Washington,1876,54651.600000000006
West Virginia,1876,547879.8
Wisconsin,1876,1211166.2
Wyoming,1876,16120.599999999999
Alabama,1880,1262505.0
Alaska,1880,nan
Arizona,1880,40440.0
Arkansas,1880,802525.0
California,1880,864694.0
Colorado,1880,194327.0
Connecticut,1880,622700.0
Delaware,1880,146608.0
District of Columbia,1880,177624.0
Florida,1880,269493.0
Georgia,1880,1542180.0
Hawaii,1880,nan
Idaho,1880,32610.0
Illinois,1880,3077871.0
Indiana,1880,1978301.0
Iowa,1880,1624615.0
Kansas,1880,996096.0
Kentucky,1880,1648690.0
Louisiana,1880,939946.0
Maine,1880,648936.0
Maryland,1880,934943.0
Massachusetts,1880,1783085.0
Michigan,1880,1636937.0
Minnesota,1880,780773.0
Mississippi,1880,1131597.0
Missouri,1880,2168380.0
Montana,1880,39159.0
Nebraska,1880,452402.0
Nevada,1880,62266.0
New Hampshire,1880,346991.0
New Jersey,1880,1131116.0
New Mexico,1880,119565.0
New York,1880,5082871.0
North Carolina,1880,1399750.0
North Dakota,1880,36909.0
Ohio,1880,3198062.0
Oklahoma,1880,nan
Oregon,1880,174768.0
Pennsylvania,1880,4282891.0
Rhode Island,1880,276531.0
South Carolina,1880,995577.0
South Dakota,1880,98268.0
Tennessee,1880,1542359.0
Texas,1880,1591749.0
Utah,1880,143963.0
Vermont,1880,332286.0
Virginia,1880,1512565.0
Washington,1880,75116.0
West Virginia,1880,618457.0
Wisconsin,1880,1315497.0
Wyoming,1880,20789.0
Alabama,1884,1362709.8
Alaska,1884,nan
Arizona,1884,59561.2
Arkansas,1884,932799.4
California,1884,1004175.6
Colorado,1884,281895.8
Connecticut,1884,672123.2
Delaware,1884,155362.0
District of Columbia,1884,198731.2
Florida,1884,318264.6
Georgia,1884,1660249.2
Hawaii,1884,nan
Idaho,1884,54985.2
Illinois,1884,3377263.0
Indiana,1884,2063942.2
Iowa,1884,1739687.8
Kansas,1884,1168900.8
Kentucky,1884,1732668.0
Louisiana,1884,1011402.4
Maine,1884,653796.0
Maryland,1884,977921.8
Massachusetts,1884,1965428.2
Michigan,1884,1819717.8
Minnesota,1884,992577.0
Mississippi,1884,1194798.2
Missouri,1884,2372701.6
Montana,1884,80665.0
Nebraska,1884,696503.6
Nevada,1884,56301.6
New Hampshire,1884,358806.6
New Jersey,1884,1256642.8
New Mexico,1884,135851.8
New York,1884,5450992.2
North Carolina,1884,1487028.8
North Dakota,1884,98538.6
Ohio,1884,3387763.6
Oklahoma,1884,nan
Oregon,1884,231942.4
Pennsylvania,1884,4672940.2
Rhode Island,1884,304121.0
South Carolina,1884,1057805.8
South Dakota,1884,198400.8
Tennessee,1884,1632422.6
Texas,1884,1849258.6
Utah,1884,170689.4
Vermont,1884,332340.4
Virginia,1884,1569931.0
Washington,1884,187962.4
West Virginia,1884,676191.8
Wisconsin,1884,1466630.2
Wyoming,1884,36755.4
Alabama,1888,1462914.6
Alaska,1888,nan
Arizona,1888,78682.4
Arkansas,1888,1063073.8
California,1888,1143657.2
Colorado,1888,369464.6
Connecticut,1888,721546.4
Delaware,1888,164116.0
District of Columbia,1888,219838.4
Florida,1888,367036.2
Georgia,1888,1778318.4
Hawaii,1888,nan
Idaho,1888,77360.4
Illinois,1888,3676655.0
Indiana,1888,2149583.4
Iowa,1888,1854760.6
Kansas,1888,1341705.6
Kentucky,1888,1816646.0
Louisiana,1888,1082858.8
Maine,1888,658656.0
Maryland,1888,1020900.6
Massachusetts,1888,2147771.4
Michigan,1888,2002498.6
Minnesota,1888,1204381.0
Mississippi,1888,1257999.4
Missouri,1888,2577023.2
Montana,1888,122171.0
Nebraska,1888,940605.2
Nevada,1888,50337.2
New Hampshire,1888,370622.2
New Jersey,1888,1382169.6
New Mexico,1888,152138.6
New York,1888,5819113.4
North Carolina,1888,1574307.6
North Dakota,1888,160168.2
Ohio,1888,3577465.2
Oklahoma,1888,nan
Oregon,1888,289116.8
Pennsylvania,1888,5062989.4
Rhode Island,1888,331711.0
South Carolina,1888,1120034.6
South Dakota,1888,298533.6
Tennessee,1888,1722486.2
Texas,1888,2106768.2
Utah,1888,197415.8
Vermont,1888,332394.8
Virginia,1888,1627297.0
Washington,1888,300808.8
West Virginia,1888,733926.6
Wisconsin,1888,1617763.4
Wyoming,1888,52721.8
Alabama,1892,1576153.0
Alaska,1892,33151.2
Arizona,1892,95180.6
Arkansas,1892,1164881.6
California,1892,1267729.0
Colorado,1892,438539.2
Connecticut,1892,778690.4
Delaware,1892,171741.4
District of Columbia,1892,240057.2
Florida,1892,418846.0
Georgia,1892,1913148.6
Hawaii,1892,nan
Idaho,1892,103192.8
Illinois,1892,4025390.8
Indiana,1892,2257215.6
Iowa,1892,1976208.2
Kansas,1892,1436585.4
Kentucky,1892,1916342.8
Louisiana,1892,1171194.6
Maine,1892,667762.0
Maryland,1892,1071520.8
Massachusetts,1892,2352223.6
Michigan,1892,2159307.6
Minnesota,1892,1398505.2
Mississippi,1892,1341934.0
Missouri,1892,2764680.2
Montana,1892,163005.0
Nebraska,1892,1063384.8
Nevada,1892,46351.0
New Hampshire,1892,383541.6
New Jersey,1892,1532680.2
New Mexico,1892,167287.6
New York,1892,6256318.0
North Carolina,1892,1673119.6
North Dakota,1892,216615.6
Ohio,1892,3769361.8
Oklahoma,1892,365003.8
Oregon,1892,336870.4
Pennsylvania,1892,5466834.2
Rhode Island,1892,362116.0
South Carolina,1892,1188982.4
South Dakota,1892,359194.0
Tennessee,1892,1818137.6
Texas,1892,2398160.4
Utah,1892,223973.0
Vermont,1892,334665.8
Virginia,1892,1695620.8
Washington,1892,389406.2
West Virginia,1892,801995.2
Wisconsin,1892,1768472.4
Wyoming,1892,67070.2
Alabama,1896,1702425.0
Alaska,1896,32601.6
Arizona,1896,109055.8
Arkansas,1896,1238222.8
California,1896,1376391.0
Colorado,1896,489119.6
Connecticut,1896,843555.2
Delaware,1896,178238.2
District of Columbia,1896,259387.6
Florida,1896,473694.0
Georgia,1896,2064739.8
Hawaii,1896,nan
Idaho,1896,132482.4
Illinois,1896,4423470.4
Indiana,1896,2386838.8
Iowa,1896,2104030.6
Kansas,1896,1453540.2
Kentucky,1896,2031758.4
Louisiana,1896,1276409.8
Maine,1896,681114.0
Maryland,1896,1129782.4
Massachusetts,1896,2578784.8
Michigan,1896,2290144.8
Minnesota,1896,1574949.6
Mississippi,1896,1446602.0
Missouri,1896,2935672.6
Montana,1896,203167.0
Nebraska,1896,1064842.4
Nevada,1896,44343.0
New Hampshire,1896,397564.8
New Jersey,1896,1708174.6
New Mexico,1896,181298.8
New York,1896,6762606.0
North Carolina,1896,1783464.8
North Dakota,1896,267880.8
Ohio,1896,3963453.4
Oklahoma,1896,577697.4
Oregon,1896,375203.2
Pennsylvania,1896,5884474.6
Rhode Island,1896,395336.0
South Carolina,1896,1264649.2
South Dakota,1896,380382.0
Tennessee,1896,1919376.8
Texas,1896,2723435.2
Utah,1896,250361.0
Vermont,1896,339153.4
Virginia,1896,1774902.4
Washington,1896,453754.6
West Virginia,1896,880397.6
Wisconsin,1896,1918757.2
Wyoming,1896,79800.6
Alabama,1900,1828697.0
Alaska,1900,32052.0
Arizona,1900,122931.0
Arkansas,1900,1311564.0
California,1900,1485053.0
Colorado,1900,539700.0
Connecticut,1900,908420.0
Delaware,1900,184735.0
District of Columbia,1900,278718.0
Florida,1900,528542.0
Georgia,1900,2216331.0
Hawaii,1900,nan
Idaho,1900,161772.0
Illinois,1900,4821550.0
Indiana,1900,2516462.0
Iowa,1900,2231853.0
Kansas,1900,1470495.0
Kentucky,1900,2147174.0
Louisiana,1900,1381625.0
Maine,1900,694466.0
Maryland,1900,1188044.0
Massachusetts,1900,2805346.0
Michigan,1900,2420982.0
Minnesota,1900,1751394.0
Mississippi,1900,1551270.0
Missouri,1900,3106665.0
Montana,1900,243329.0
Nebraska,1900,1066300.0
Nevada,1900,42335.0
New Hampshire,1900,411588.0
New Jersey,1900,1883669.0
New Mexico,1900,195310.0
New York,1900,7268894.0
North Carolina,1900,1893810.0
North Dakota,1900,319146.0
Ohio,1900,4157545.0
Oklahoma,1900,790391.0
Oregon,1900,413536.0
Pennsylvania,1900,6302115.0
Rhode Island,1900,428556.0
South Carolina,1900,1340316.0
South Dakota,1900,401570.0
Tennessee,1900,2020616.0
Texas,1900,3048710.0
Utah,1900,276749.0
Vermont,1900,343641.0
Virginia,1900,1854184.0
Washington,1900,518103.0
West Virginia,1900,958800.0
Wisconsin,1900,2069042.0
Wyoming,1900,92531.0
Alabama,1904,1952455.4
Alaska,1904,44973.6
Arizona,1904,155500.2
Arkansas,1904,1416718.0
California,1904,1842051.4
Colorado,1904,643429.6
Connecticut,1904,990954.4
Delaware,1904,191769.8
District of Columbia,1904,299658.4
Florida,1904,618172.8
Georgia,1904,2373447.0
Hawaii,1904,169164.2
Idaho,1904,227300.8
Illinois,1904,5148366.4
Indiana,1904,2590227.6
Iowa,1904,2229020.2
Kansas,1904,1558676.6
Kentucky,1904,2204266.4
Louisiana,1904,1491530.2
Maine,1904,713628.0
Maryland,1904,1230964.8
Massachusetts,1904,3029774.0
Michigan,1904,2576658.4
Minnesota,1904,1881119.6
Mississippi,1904,1649607.6
Missouri,1904,3181333.0
Montana,1904,296418.6
Nebraska,1904,1116665.6
Nevada,1904,58151.0
New Hampshire,1904,419181.6
New Jersey,1904,2145068.2
New Mexico,1904,248106.4
New York,1904,8006782.0
North Carolina,1904,2018800.8
North Dakota,1904,422310.0
Ohio,1904,4401375.4
Oklahoma,1904,1137096.6
Oregon,1904,517227.6
Pennsylvania,1904,6847313.4
Rhode Island,1904,474177.6
South Carolina,1904,1410349.6
South Dakota,1904,474497.2
Tennessee,1904,2086285.2
Texas,1904,3387842.8
Utah,1904,315389.8
Vermont,1904,348567.0
Virginia,1904,1937155.2
Washington,1904,767657.8
West Virginia,1904,1063727.6
Wisconsin,1904,2174969.2
Wyoming,1904,113904.6
Alabama,1908,2076213.8
Alaska,1908,57895.2
Arizona,1908,188069.4
Arkansas,1908,1521872.0
California,1908,2199049.8
Colorado,1908,747159.2
Connecticut,1908,1073488.8
Delaware,1908,198804.6
District of Columbia,1908,320598.8
Florida,1908,707803.6
Georgia,1908,2530563.0
Hawaii,1908,184327.4
Idaho,1908,292829.6
Illinois,1908,5475182.8
Indiana,1908,2663993.2
Iowa,1908,2226187.4
Kansas,1908,1646858.2
Kentucky,1908,2261358.8
Louisiana,1908,1601435.4
Maine,1908,732790.0
Maryland,1908,1273885.6
Massachusetts,1908,3254202.0
Michigan,1908,2732334.8
Minnesota,1908,2010845.2
Mississippi,1908,1747945.2
Missouri,1908,3256001.0
Montana,1908,349508.2
Nebraska,1908,1167031.2
Nevada,1908,73967.0
New Hampshire,1908,426775.2
New Jersey,1908,2406467.4
New Mexico,1908,300902.8
New York,1908,8744670.0
North Carolina,1908,2143791.6
North Dakota,1908,525474.0
Ohio,1908,4645205.8
Oklahoma,1908,1483802.2
Oregon,1908,620919.2
Pennsylvania,1908,7392511.8
Rhode Island,1908,519799.2
South Carolina,1908,1480383.2
South Dakota,1908,547424.4
Tennessee,1908,2151954.4
Texas,1908,3726975.6
Utah,1908,354030.6
Vermont,1908,353493.0
Virginia,1908,2020126.4
Washington,1908,1017212.6
West Virginia,1908,1168655.2
Wisconsin,1908,2280896.4
Wyoming,1908,135278.2
Alabama,1912,2180109.2
Alaska,1912,62492.0
Arizona,1912,230315.6
Arkansas,1912,1610000.0
California,1912,2587411.4
Colorado,1912,827145.0
Connecticut,1912,1167931.0
Delaware,1912,206458.2
District of Columbia,1912,352369.4
Florida,1912,795789.2
Georgia,1912,2666463.2
Hawaii,1912,204709.6
Idaho,1912,346848.4
Illinois,1912,5807928.8
Indiana,1912,2746778.8
Iowa,1912,2260621.0
Kansas,1912,1706610.6
Kentucky,1912,2315250.0
Louisiana,1912,1684812.2
Maine,1912,747499.6
Maryland,1912,1326209.0
Massachusetts,1912,3463604.0
Michigan,1912,2981820.8
Minnesota,1912,2137991.4
Mississippi,1912,1795814.8
Missouri,1912,3315479.0
Montana,1912,410620.2
Nebraska,1912,1213045.6
Nevada,1912,80981.4
New Hampshire,1912,433074.2
New Jersey,1912,2660913.6
New Mexico,1912,333910.8
New York,1912,9367936.6
North Carolina,1912,2276854.2
North Dakota,1912,591019.2
Ohio,1912,4965575.6
Oklahoma,1912,1731380.6
Oregon,1912,694889.8
Pennsylvania,1912,7876092.2
Rhode Island,1912,554967.4
South Carolina,1912,1549064.8
South Dakota,1912,594419.8
Tennessee,1912,2215408.2
Texas,1912,4049879.2
Utah,1912,388560.0
Vermont,1912,355250.4
Virginia,1912,2111127.0
Washington,1912,1184916.2
West Virginia,1912,1269635.4
Wisconsin,1912,2393501.4
Wyoming,1912,155652.4
Alabama,1916,2264141.6
Alaska,1916,58764.0
Arizona,1916,282238.8
Arkansas,1916,1681102.0
California,1916,3007136.2
Colorado,1916,883387.0
Connecticut,1916,1274281.0
Delaware,1916,214730.6
District of Columbia,1916,394970.2
Florida,1916,882129.6
Georgia,1916,2781147.6
Hawaii,1916,230310.8
Idaho,1916,389357.2
Illinois,1916,6146604.4
Indiana,1916,2838584.4
Iowa,1916,2332321.0
Kansas,1916,1737933.8
Kentucky,1916,2365940.0
Louisiana,1916,1741660.6
Maine,1916,757756.8
Maryland,1916,1387935.0
Massachusetts,1916,3657980.0
Michigan,1916,3325116.4
Minnesota,1916,2262558.2
Mississippi,1916,1793216.4
Missouri,1916,3359767.0
Montana,1916,479754.6
Nebraska,1916,1254708.8
Nevada,1916,79194.2
New Hampshire,1916,438078.6
New Jersey,1916,2908406.8
New Mexico,1916,347130.4
New York,1916,9876581.8
North Carolina,1916,2417988.6
North Dakota,1916,618945.6
Ohio,1916,5362484.8
Oklahoma,1916,1879831.8
Oregon,1916,739139.4
Pennsylvania,1916,8298054.6
Rhode Island,1916,579682.2
South Carolina,1916,1616394.4
South Dakota,1916,615483.4
Tennessee,1916,2276646.6
Texas,1916,4356553.6
Utah,1916,418978.0
Vermont,1916,353839.2
Virginia,1916,2210157.0
Washington,1916,1270768.6
West Virginia,1916,1366668.2
Wisconsin,1916,2512784.2
Wyoming,1916,175027.2
Alabama,1920,2348174.0
Alaska,1920,55036.0
Arizona,1920,334162.0
Arkansas,1920,1752204.0
California,1920,3426861.0
Colorado,1920,939629.0
Connecticut,1920,1380631.0
Delaware,1920,223003.0
District of Columbia,1920,437571.0
Florida,1920,968470.0
Georgia,1920,2895832.0
Hawaii,1920,255912.0
Idaho,1920,431866.0
Illinois,1920,6485280.0
Indiana,1920,2930390.0
Iowa,1920,2404021.0
Kansas,1920,1769257.0
Kentucky,1920,2416630.0
Louisiana,1920,1798509.0
Maine,1920,768014.0
Maryland,1920,1449661.0
Massachusetts,1920,3852356.0
Michigan,1920,3668412.0
Minnesota,1920,2387125.0
Mississippi,1920,1790618.0
Missouri,1920,3404055.0
Montana,1920,548889.0
Nebraska,1920,1296372.0
Nevada,1920,77407.0
New Hampshire,1920,443083.0
New Jersey,1920,3155900.0
New Mexico,1920,360350.0
New York,1920,10385227.0
North Carolina,1920,2559123.0
North Dakota,1920,646872.0
Ohio,1920,5759394.0
Oklahoma,1920,2028283.0
Oregon,1920,783389.0
Pennsylvania,1920,8720017.0
Rhode Island,1920,604397.0
South Carolina,1920,1683724.0
South Dakota,1920,636547.0
Tennessee,1920,2337885.0
Texas,1920,4663228.0
Utah,1920,449396.0
Vermont,1920,352428.0
Virginia,1920,2309187.0
Washington,1920,1356621.0
West Virginia,1920,1463701.0
Wisconsin,1920,2632067.0
Wyoming,1920,194402.0
Alabama,1924,2467403.6
Alaska,1924,56732.8
Arizona,1924,374726.4
Arkansas,1924,1793115.2
California,1924,4327017.0
Colorado,1924,978093.8
Connecticut,1924,1471139.8
Delaware,1924,229153.8
District of Columbia,1924,457290.2
Florida,1924,1168366.4
Georgia,1924,2900901.6
Hawaii,1924,300881.6
Idaho,1924,437132.4
Illinois,1924,6943429.6
Indiana,1924,3053635.2
Iowa,1924,2430788.2
Kansas,1924,1813953.8
Kentucky,1924,2495813.6
Louisiana,1924,1919742.6
Maine,1924,779777.6
Maryland,1924,1522407.0
Massachusetts,1924,4011259.2
Michigan,1924,4137977.2
Minnesota,1924,2457856.2
Mississippi,1924,1878299.2
Missouri,1924,3494179.8
Montana,1924,544375.8
Nebraska,1924,1329008.4
Nevada,1924,82867.4
New Hampshire,1924,451967.0
New Jersey,1924,3510073.6
New Mexico,1924,385536.8
New York,1924,11266362.6
North Carolina,1924,2803584.2
North Dakota,1924,660461.2
Ohio,1924,6114315.2
Oklahoma,1924,2175385.8
Oregon,1924,851547.8
Pennsylvania,1924,9084550.2
Rhode Island,1924,637637.0
South Carolina,1924,1705740.4
South Dakota,1924,659067.8
Tennessee,1924,2449353.4
Texas,1924,5127822.8
Utah,1924,472776.4
Vermont,1924,355301.2
Virginia,1924,2354252.6
Washington,1924,1439331.0
West Virginia,1924,1569902.6
Wisconsin,1924,2754842.6
Wyoming,1924,206867.2
Alabama,1928,2586633.2
Alaska,1928,58429.6
Arizona,1928,415290.8
Arkansas,1928,1834026.4
California,1928,5227173.0
Colorado,1928,1016558.6
Connecticut,1928,1561648.6
Delaware,1928,235304.6
District of Columbia,1928,477009.4
Florida,1928,1368262.8
Georgia,1928,2905971.2
Hawaii,1928,345851.2
Idaho,1928,442398.8
Illinois,1928,7401579.2
Indiana,1928,3176880.4
Iowa,1928,2457555.4
Kansas,1928,1858650.6
Kentucky,1928,2574997.2
Louisiana,1928,2040976.2
Maine,1928,791541.2
Maryland,1928,1595153.0
Massachusetts,1928,4170162.4
Michigan,1928,4607542.4
Minnesota,1928,2528587.4
Mississippi,1928,1965980.4
Missouri,1928,3584304.6
Montana,1928,539862.6
Nebraska,1928,1361644.8
Nevada,1928,88327.8
New Hampshire,1928,460851.0
New Jersey,1928,3864247.2
New Mexico,1928,410723.6
New York,1928,12147498.2
North Carolina,1928,3048045.4
North Dakota,1928,674050.4
Ohio,1928,6469236.4
Oklahoma,1928,2322488.6
Oregon,1928,919706.6
Pennsylvania,1928,9449083.4
Rhode Island,1928,670877.0
South Carolina,1928,1727756.8
South Dakota,1928,681588.6
Tennessee,1928,2560821.8
Texas,1928,5592417.6
Utah,1928,496156.8
Vermont,1928,358174.4
Virginia,1928,2399318.2
Washington,1928,1522041.0
West Virginia,1928,1676104.2
Wisconsin,1928,2877618.2
Wyoming,1928,219332.4
Alabama,1932,2683590.6
Alaska,1932,61927.2
Arizona,1932,448310.6
Arkansas,1932,1873463.0
California,1932,5923278.2
Colorado,1932,1053292.0
Connecticut,1932,1627370.8
Delaware,1932,244005.0
District of Columbia,1932,522113.4
Florida,1932,1554051.6
Georgia,1932,2951549.4
Hawaii,1932,379334.8
Idaho,1932,461000.2
Illinois,1932,7683971.4
Indiana,1932,3276361.6
Iowa,1932,2484404.8
Kansas,1932,1865004.8
Kentucky,1932,2660796.6
Louisiana,1932,2154050.4
Maine,1932,807383.6
Maryland,1932,1669469.6
Massachusetts,1932,4263035.4
Michigan,1932,4925081.2
Minnesota,1932,2609622.4
Mississippi,1932,2044616.0
Missouri,1932,3660426.4
Montana,1932,541976.0
Nebraska,1932,1365537.2
Nevada,1932,94895.8
New Hampshire,1932,470539.2
New Jersey,1932,4065100.2
New Mexico,1932,445017.2
New York,1932,12766281.2
North Carolina,1932,3250545.4
North Dakota,1932,673063.0
Ohio,1932,6698880.0
Oklahoma,1932,2384118.8
Oregon,1932,980965.6
Pennsylvania,1932,9685116.0
Rhode Island,1932,692666.8
South Carolina,1932,1770972.8
South Dakota,1932,682871.4
Tennessee,1932,2676413.0
Texas,1932,5942736.8
Utah,1932,516339.6
Vermont,1932,359535.0
Virginia,1932,2473035.4
Washington,1932,1597955.0
West Virginia,1932,1763758.8
Wisconsin,1932,2978722.2
Wyoming,1932,230600.4
Alabama,1936,2758275.8
Alaska,1936,67225.6
Arizona,1936,473785.8
Arkansas,1936,1911425.0
California,1936,6415332.6
Colorado,1936,1088294.0
Connecticut,1936,1668306.4
Delaware,1936,255255.0
District of Columbia,1936,592602.2
Florida,1936,1725732.8
Georgia,1936,3037636.2
Hawaii,1936,401332.4
Idaho,1936,492936.6
Illinois,1936,7790606.2
Indiana,1936,3352078.8
Iowa,1936,2511336.4
Kansas,1936,1833016.4
Kentucky,1936,2753211.8
Louisiana,1936,2258965.2
Maine,1936,827304.8
Maryland,1936,1745356.8
Massachusetts,1936,4289878.2
Michigan,1936,5090593.6
Minnesota,1936,2700961.2
Mississippi,1936,2114206.0
Missouri,1936,3722545.2
Montana,1936,550716.0
Nebraska,1936,1340685.6
Nevada,1936,102571.4
New Hampshire,1936,481031.6
New Jersey,1936,4112632.6
New Mexico,1936,488417.6
New York,1936,13122711.6
North Carolina,1936,3411084.2
North Dakota,1936,657499.0
Ohio,1936,6803246.0
Oklahoma,1936,2360276.4
Oregon,1936,1035324.8
Pennsylvania,1936,9792648.0
Rhode Island,1936,703006.4
South Carolina,1936,1835388.4
South Dakota,1936,662916.2
Tennessee,1936,2796127.0
Texas,1936,6178780.4
Utah,1936,533324.8
Vermont,1936,359383.0
Virginia,1936,2575404.2
Washington,1936,1667073.0
West Virginia,1936,1832866.4
Wisconsin,1936,3058154.6
Wyoming,1936,240671.2
Alabama,1940,2832961.0
Alaska,1940,72524.0
Arizona,1940,499261.0
Arkansas,1940,1949387.0
California,1940,6907387.0
Colorado,1940,1123296.0
Connecticut,1940,1709242.0
Delaware,1940,266505.0
District of Columbia,1940,663091.0
Florida,1940,1897414.0
Georgia,1940,3123723.0
Hawaii,1940,423330.0
Idaho,1940,524873.0
Illinois,1940,7897241.0
Indiana,1940,3427796.0
Iowa,1940,2538268.0
Kansas,1940,1801028.0
Kentucky,1940,2845627.0
Louisiana,1940,2363880.0
Maine,1940,847226.0
Maryland,1940,1821244.0
Massachusetts,1940,4316721.0
Michigan,1940,5256106.0
Minnesota,1940,2792300.0
Mississippi,1940,2183796.0
Missouri,1940,3784664.0
Montana,1940,559456.0
Nebraska,1940,1315834.0
Nevada,1940,110247.0
New Hampshire,1940,491524.0
New Jersey,1940,4160165.0
New Mexico,1940,531818.0
New York,1940,13479142.0
North Carolina,1940,3571623.0
North Dakota,1940,641935.0
Ohio,1940,6907612.0
Oklahoma,1940,2336434.0
Oregon,1940,1089684.0
Pennsylvania,1940,9900180.0
Rhode Island,1940,713346.0
South Carolina,1940,1899804.0
South Dakota,1940,642961.0
Tennessee,1940,2915841.0
Texas,1940,6414824.0
Utah,1940,550310.0
Vermont,1940,359231.0
Virginia,1940,2677773.0
Washington,1940,1736191.0
West Virginia,1940,1901974.0
Wisconsin,1940,3137587.0
Wyoming,1940,250742.0
Alabama,1944,2924473.8
Alaska,1944,94971.6
Arizona,1944,599391.4
Arkansas,1944,1933436.6
California,1944,8378921.4
Colorado,1944,1204013.2
Connecticut,1944,1828457.2
Delaware,1944,287137.0
District of Columbia,1944,718725.8
Florida,1944,2246970.4
Georgia,1944,3252065.0
Hawaii,1944,453915.6
Idaho,1944,550378.6
Illinois,1944,8223215.0
Indiana,1944,3630367.2
Iowa,1944,2571390.0
Kansas,1944,1842736.4
Kentucky,1944,2885298.6
Louisiana,1944,2491734.4
Maine,1944,873845.2
Maryland,1944,2029946.8
Massachusetts,1944,4466238.2
Michigan,1944,5702370.0
Minnesota,1944,2868373.2
Mississippi,1944,2181843.2
Missouri,1944,3852659.6
Montana,1944,572083.2
Nebraska,1944,1319704.4
Nevada,1944,130181.4
New Hampshire,1944,508211.2
New Jersey,1944,4430230.6
New Mexico,1944,591565.6
New York,1944,14019562.0
North Carolina,1944,3767745.4
North Dakota,1944,633015.4
Ohio,1944,7323218.0
Oklahoma,1944,2295200.8
Oregon,1944,1262346.8
Pennsylvania,1944,10139312.8
Rhode Island,1944,744766.0
South Carolina,1944,1986693.2
South Dakota,1944,646872.6
Tennessee,1944,3066191.8
Texas,1944,6933372.0
Utah,1944,605730.8
Vermont,1944,366637.4
Virginia,1944,2934135.8
Washington,1944,1993299.8
West Virginia,1944,1943405.2
Wisconsin,1944,3256382.2
Wyoming,1944,266656.8
Alabama,1948,3015986.6
Alaska,1948,117419.2
Arizona,1948,699521.8
Arkansas,1948,1917486.2
California,1948,9850455.8
Colorado,1948,1284730.4
Connecticut,1948,1947672.4
Delaware,1948,307769.0
District of Columbia,1948,774360.6
Florida,1948,2596526.8
Georgia,1948,3380407.0
Hawaii,1948,484501.2
Idaho,1948,575884.2
Illinois,1948,8549189.0
Indiana,1948,3832938.4
Iowa,1948,2604512.0
Kansas,1948,1884444.8
Kentucky,1948,2924970.2
Louisiana,1948,2619588.8
Maine,1948,900464.4
Maryland,1948,2238649.6
Massachusetts,1948,4615755.4
Michigan,1948,6148634.0
Minnesota,1948,2944446.4
Mississippi,1948,2179890.4
Missouri,1948,3920655.2
Montana,1948,584710.4
Nebraska,1948,1323574.8
Nevada,1948,150115.8
New Hampshire,1948,524898.4
New Jersey,1948,4700296.2
New Mexico,1948,651313.2
New York,1948,14559982.0
North Carolina,1948,3963867.8
North Dakota,1948,624095.8
Ohio,1948,7738824.0
Oklahoma,1948,2253967.6
Oregon,1948,1435009.6
Pennsylvania,1948,10378445.6
Rhode Island,1948,776186.0
South Carolina,1948,2073582.4
South Dakota,1948,650784.2
Tennessee,1948,3216542.6
Texas,1948,7451920.0
Utah,1948,661151.6
Vermont,1948,374043.8
Virginia,1948,3190498.6
Washington,1948,2250408.6
West Virginia,1948,1984836.4
Wisconsin,1948,3375177.4
Wyoming,1948,282571.6
Alabama,1952,3102742.4
Alaska,1952,148147.8
Arizona,1952,860101.8
Arkansas,1952,1884863.2
California,1952,11612419.2
Colorado,1952,1410860.6
Connecticut,1952,2112870.8
Delaware,1952,343726.4
District of Columbia,1952,794533.6
Florida,1952,3207356.0
Georgia,1952,3544285.6
Hawaii,1952,526389.6
Idaho,1952,604347.8
